open,high,low,close,h-l,o-c,ma10,ma50,stddev,activo,datetime,ema_rapida,ema_lenta,atr,rsi,future_close,direccion
1.14219,1.14361,1.14145,1.14241,0.0021599999999999,-0.0002199999999998,1.1408509999999998,1.139081,0.0015993641097473,EURUSD,2025-06-10 07:00:00,1.1411414620984202,1.1382072329421984,0.003003861479944553,55.290405344986056,1.14323,GANANCIA
1.14246,1.14285,1.13859,1.13996,0.0042599999999999,0.0024999999999999,1.1409669999999998,1.1394082,0.0014709939949998,EURUSD,2025-06-10 11:00:00,1.1410340564531092,1.1382759689052493,0.0030935856599485084,48.11750845238929,1.14233,GANANCIA
1.13996,1.14153,1.13728,1.14083,0.0042499999999998,-0.0008699999999999,1.141139,1.139729,0.0013228290390895,EURUSD,2025-06-10 15:00:00,1.1410155058664628,1.1383761269873964,0.003176186684237891,50.56981577487313,1.14248,GANANCIA
1.14082,1.14408,1.14031,1.14323,0.00377,-0.00241,1.141505,1.1400492,0.0013465944700085,EURUSD,2025-06-10 19:00:00,1.1412168235149662,1.138566474948675,0.003218601921078045,56.65617986888286,1.1421,PERDIDA
1.14322,1.1448,1.14154,1.14233,0.00326,0.0008899999999998,1.141799,1.1401968,0.0011383657877224,EURUSD,2025-06-10 23:00:00,1.141318021377242,1.1387140641663742,0.003221558926715331,53.97236179193057,1.14157,PERDIDA
1.14238,1.1437,1.14162,1.14248,0.0020799999999998,-9.9999999999989e-05,1.141864,1.1403036,0.0011587080928492,EURUSD,2025-06-11 03:00:00,1.1414236557974928,1.1388617479245557,0.0031400190033785114,54.36040580985457,1.14315,GANANCIA
1.14265,1.144,1.14202,1.1421,0.0019799999999998,0.00055,1.141792,1.1404126,0.0011142192084301,EURUSD,2025-06-11 07:00:00,1.1414851416340843,1.138988738202024,0.00305716050313718,53.13819499830571,1.14607,GANANCIA
1.14213,1.14274,1.14061,1.14157,0.0021300000000001,0.0005600000000001,1.1419450000000002,1.140498,0.0009380268889718,EURUSD,2025-06-11 11:00:00,1.1414928560309858,1.139089964154886,0.002990934752913109,51.402301981628504,1.14901,GANANCIA
1.14158,1.14389,1.14052,1.14315,0.00337,-0.00157,1.142016,1.140669,0.0010041934297903,EURUSD,2025-06-11 15:00:00,1.1416435054827143,1.1392491812468513,0.0030180108419907503,56.01530408310673,1.14876,GANANCIA
1.14305,1.14898,1.14263,1.14607,0.0063499999999998,-0.00302,1.142413,1.140943,0.0016305217297233,EURUSD,2025-06-11 19:00:00,1.1420459140751948,1.13951666433521,0.0032560100675628296,63.004501204905594,1.15227,GANANCIA
1.1461,1.14964,1.14526,1.14901,0.00438,-0.0029100000000001,1.143073,1.1412308,0.0026476784380091,EURUSD,2025-06-11 23:00:00,1.1426790127956317,1.139888952008339,0.0033362950627369168,68.44184146608785,1.15155,GANANCIA
1.14899,1.15,1.14791,1.14876,0.0020899999999999,0.0002299999999999,1.1439530000000002,1.1415056,0.0029439016061432,EURUSD,2025-06-12 03:00:00,1.1432318298142106,1.1402368362433062,0.003247273986827132,67.53291142200436,1.15452,GANANCIA
1.14879,1.15273,1.14825,1.15227,0.00448,-0.0034799999999999,1.145097,1.1418596,0.0037167938692709,EURUSD,2025-06-12 07:00:00,1.1440534816492822,1.1407087250180785,0.0033353258449109113,72.96208537195048,1.161,GANANCIA
1.15213,1.15295,1.15063,1.15155,0.0023199999999998,0.00058,1.145929,1.1421526,0.0041575138136983,EURUSD,2025-06-12 11:00:00,1.1447349833175293,1.1411338730565854,0.003262802570274409,70.36285988406456,1.15746,GANANCIA
1.15153,1.15476,1.15057,1.15452,0.0041899999999999,-0.00299,1.147148,1.1425120000000002,0.0047323609329782,EURUSD,2025-06-12 15:00:00,1.1456245302886632,1.1416588192112291,0.003329030958111945,74.41223257460788,1.15847,GANANCIA
1.15443,1.16328,1.15399,1.161,0.00929,-0.0065699999999999,1.149,1.1428918,0.0061223252663217,EURUSD,2025-06-12 19:00:00,1.1470223002624211,1.1424172968892201,0.00375481446110395,80.63054021839761,1.15589,PERDIDA
1.16097,1.16176,1.15667,1.15746,0.0050899999999998,0.0035100000000001,1.1505360000000002,1.1432042,0.0061256694872183,EURUSD,2025-06-12 23:00:00,1.1479711820567464,1.1430072068151331,0.003850184856739369,70.54459725747995,1.15252,PERDIDA
1.15761,1.15883,1.15633,1.15847,0.0024999999999999,-0.00086,1.1522260000000002,1.1435358,0.0056931990616457,EURUSD,2025-06-13 03:00:00,1.1489256200515878,1.1436135908615985,0.003753743081257982,71.6347959224075,1.15288,PERDIDA
1.15841,1.1615,1.15389,1.15589,0.0076099999999998,0.0025199999999998,1.1535,1.143771,0.0047904186780569,EURUSD,2025-06-13 07:00:00,1.1495587455014433,1.1440950186709475,0.004029190004025262,65.01510151323937,1.15165,PERDIDA
1.15587,1.15609,1.15138,1.15252,0.0047099999999999,0.0033499999999999,1.1541450000000002,1.1439348,0.004056931653899,EURUSD,2025-06-13 11:00:00,1.1498279504558575,1.1444254100956164,0.004077819289452029,57.53601479384041,1.15546,GANANCIA
1.15254,1.15606,1.15116,1.15288,0.0049000000000001,-0.00034,1.154532,1.1441418,0.0036797125491548,EURUSD,2025-06-13 15:00:00,1.150105409505325,1.1447569626408862,0.004136546483062608,58.09064382245452,1.15396,GANANCIA
1.15285,1.15366,1.14887,1.15165,0.0047899999999998,0.0011999999999998,1.154821,1.1443484,0.0032662804193363,EURUSD,2025-06-13 19:00:00,1.1502458268230227,1.1450272778314396,0.00418322173427241,55.426915951453736,1.15471,GANANCIA
1.15164,1.15701,1.15009,1.15546,0.00692,-0.0038199999999999,1.1551399999999998,1.1446936,0.0031429002882979,EURUSD,2025-06-13 23:00:00,1.1507198425663843,1.145436404190991,0.004378705896110098,61.34042526310378,1.15356,PERDIDA
1.15545,1.15559,1.15332,1.15396,0.0022699999999999,0.0014899999999999,1.155381,1.1450258,0.0029216412814954,EURUSD,2025-06-14 03:00:00,1.1510144023330766,1.1457706628501678,0.004228084046387947,58.07376798634288,1.15359,PERDIDA
1.15471,1.15471,1.15471,1.15471,0.0,0.0,1.1553999999999998,1.1453774,0.0029160323119617,EURUSD,2025-06-14 07:00:00,1.1513503657573425,1.1461212250913377,0.003979649471645938,59.242510659776336,1.15775,GANANCIA
1.15412,1.15474,1.15272,1.15356,0.0020200000000001,0.0005600000000001,1.154656,1.1456834,0.0021863068809616,EURUSD,2025-06-16 07:00:00,1.151551241597584,1.1464129417544227,0.0038396745093855233,56.63549850542726,1.15841,GANANCIA
1.15342,1.15449,1.15232,1.15359,0.00217,-0.00017,1.1542689999999998,1.1460218,0.0019662623878162,EURUSD,2025-06-16 11:00:00,1.1517365832705309,1.146694395018955,0.0037204120444294148,56.68904308064039,1.15843,GANANCIA
